Temperature,Humidity,Time 
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
25,19,4
25,19,4
25,19,4
25,19,4
25,19,4
25,19,4
25,19,4
25,19,4
25,19,4
25,19,4
25,19,4
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
25,19,4
25,19,4
25,19,4
25,19,4
25,19,4
25,19,4
25,19,4
25,19,4
25,19,4
25,19,4
25,19,4
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,10
10,13,9
10,13,9
10,13,9
10,13,9
10,13,9
10,13,9
10,13,9
10,13,9
10,13,9
10,13,9
10,13,9
11,13,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
11,14,9
12,14,9
12,14,9
12,14,9
12,14,9
12,14,9
12,14,9
12,14,9
12,14,9
12,14,9
12,14,9
12,14,9
12,14,9
12,14,9
12,14,9
12,14,9
12,14,9
12,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,9
13,14,8
13,14,8
13,14,8
13,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
14,14,8
15,14,8
15,14,8
15,14,8
15,14,8
15,14,8
15,14,8
15,14,8
15,14,8
15,14,8
15,14,8
15,14,8
15,14,8
15,14,8
15,14,8
15,14,8
15,14,8
15,14,8
15,14,8
15,14,8
15,14,8
15,14,8
15,14,8
15,14,8
15,14,8
15,14,8
15,14,8
15,14,8
15,14,8
15,14,8
15,14,8
15,14,8
16,14,8
16,14,8
16,14,8
16,14,8
16,14,8
16,14,8
16,14,8
16,14,8
16,14,8
16,14,8
16,14,8
16,14,8
17,14,8
17,14,7
17,14,7
17,14,7
17,14,7
17,14,7
17,14,7
17,14,7
17,14,7
17,14,7
17,14,7
17,14,7
17,14,7
17,14,7
17,14,7
17,14,7
17,14,7
17,14,7
17,14,7
17,14,7
18,14,7
18,14,7
18,14,7
18,14,7
18,14,7
18,14,7
18,14,7
18,14,7
18,14,7
18,14,7
18,14,7
19,14,7
19,14,7
19,14,7
19,14,7
19,14,7
19,14,7
19,14,7
19,14,7
19,14,7
19,14,7
19,14,7
19,14,7
19,14,7
19,14,7
19,14,7
20,14,7
20,14,7
20,14,7
20,14,7
20,14,7
20,14,7
20,14,7
20,14,7
20,14,7
20,14,7
20,14,7
20,14,7
20,14,7
20,14,7
20,14,7
20,14,7
20,14,7
20,14,7
20,14,7
20,14,7
20,14,7
20,14,7
20,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
26,20,3
26,20,3
26,20,3
26,20,3
26,20,3
26,20,3
26,20,3
26,20,3
26,20,3
26,20,3
21,14,6
21,14,6
21,14,6
21,14,6
21,14,6
22,16,6
22,16,6
22,16,6
22,16,6
23,16,5
23,17,5
23,17,5
23,17,5
23,17,5
23,17,5
23,17,5
25,19,4
25,19,4
25,19,4
25,19,4
25,19,4
25,19,4
25,19,4
25,19,4
25,19,4
25,19,4
25,19,4
26,20,3
26,20,3
26,20,3
26,20,3
26,20,3
26,20,3
26,20,3
26,20,3
26,20,3
26,20,3
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
26,20,3
26,20,3
26,20,3
26,20,3
26,20,3
26,20,3
26,20,3
26,20,3
26,20,3
26,20,3
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
28,22,1
28,22,1
28,22,1
28,22,1
28,22,1
28,22,1
28,22,1
28,22,1
28,22,1
28,22,1
28,22,1
28,22,1
28,22,1
28,22,1
28,22,1
28,22,1
28,22,1
28,22,1
28,22,1
28,22,1
28,22,1
28,22,1
28,22,1
28,22,1
28,22,1
28,22,1
25,19,4
25,19,4
25,19,4
25,19,4
25,19,4
25,19,4
25,19,4
25,19,4
25,19,4
25,19,4
25,19,4
28,22,1
28,22,1
28,22,1
28,22,1
28,22,1
28,22,1
28,22,1
28,22,1
23,17,5
23,17,5
23,17,5
23,17,5
23,17,5
